Departamento,Municipio,Año,IRCA,Nivel de riesgo,IRCAurbano,Nivel de riesgo urbano,IRCArural,Nivel de riesgo rural
Sucre,Galeras,2017-01-01,53.0,Riesgo alto,48.5,Riesgo alto,,ND
Sucre,Galeras,2018-01-01,12.0,Riesgo bajo,12.0,Riesgo bajo,,ND
Sucre,Galeras,2019-01-01,18.8,Riesgo medio,,ND,,ND
Sucre,Galeras,2020-01-01,50.0,Riesgo alto,50.0,Riesgo alto,,ND
Sucre,Galeras,2021-01-01,13.1,Riesgo bajo,13.1,Riesgo bajo,,ND
Sucre,Galeras,2022-01-01,8.1,Riesgo bajo,8.1,Riesgo bajo,,ND
Sucre,Galeras,2023-01-01,4.6,Sin riesgo,4.6,Sin riesgo,,ND
Sucre,Guaranda,2007-01-01,54.8,Riesgo alto,54.8,Riesgo alto,,ND
Sucre,Guaranda,2008-01-01,36.8,Riesgo alto,36.8,Riesgo alto,,ND
Sucre,Guaranda,2009-01-01,41.0,Riesgo alto,41.0,Riesgo alto,,ND
Sucre,Guaranda,2010-01-01,39.2,Riesgo alto,39.2,Riesgo alto,,ND
Tolima,Rioblanco,2010-01-01,2.6,Sin riesgo,,ND,,ND
Tolima,Rioblanco,2011-01-01,7.4,Riesgo bajo,,ND,,ND
Tolima,Rioblanco,2012-01-01,14.9,Riesgo medio,,ND,,ND
Tolima,Rioblanco,2013-01-01,11.6,Riesgo bajo,,ND,,ND
Tolima,Rioblanco,2014-01-01,14.3,Riesgo medio,,ND,,ND
Tolima,Rioblanco,2015-01-01,16.5,Riesgo medio,,ND,,ND
Tolima,Rioblanco,2016-01-01,13.3,Riesgo bajo,,ND,,ND
Tolima,Rioblanco,2017-01-01,16.4,Riesgo medio,,ND,,ND
Tolima,Rioblanco,2018-01-01,4.7,Sin riesgo,4.7,Sin riesgo,,ND
Tolima,Rioblanco,2019-01-01,6.1,Riesgo bajo,6.1,Riesgo bajo,,ND
Tolima,Rioblanco,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Tolima,Rioblanco,2021-01-01,9.9,Riesgo bajo,9.9,Riesgo bajo,,ND
Tolima,Rioblanco,2022-01-01,2.1,Sin riesgo,2.1,Sin riesgo,,ND
Tolima,Rioblanco,2023-01-01,1.2,Sin riesgo,1.2,Sin riesgo,,ND
Tolima,Roncesvalles,2007-01-01,30.1,Riesgo medio,,ND,,ND
Tolima,Roncesvalles,2008-01-01,70.3,Riesgo alto,,ND,,ND
Tolima,Roncesvalles,2009-01-01,66.1,Riesgo alto,,ND,,ND
Tolima,Roncesvalles,2010-01-01,69.3,Riesgo alto,,ND,,ND
Antioquia,Medellín,2007-01-01,2.3,Sin riesgo,0.2,Sin riesgo,3.9,Sin riesgo
Antioquia,Medellín,2008-01-01,1.8,Sin riesgo,0.1,Sin riesgo,4.0,Sin riesgo
Antioquia,Medellín,2009-01-01,1.3,Sin riesgo,0.4,Sin riesgo,2.7,Sin riesgo
Antioquia,Medellín,2010-01-01,1.4,Sin riesgo,0.5,Sin riesgo,2.6,Sin riesgo
Antioquia,Medellín,2011-01-01,1.9,Sin riesgo,0.5,Sin riesgo,3.6,Sin riesgo
Antioquia,Medellín,2012-01-01,0.4,Sin riesgo,0.0,Sin riesgo,0.8,Sin riesgo
Antioquia,Medellín,2013-01-01,0.0,Sin riesgo,,ND,0.0,Sin riesgo
Antioquia,Medellín,2014-01-01,1.8,Sin riesgo,1.0,Sin riesgo,2.9,Sin riesgo
Antioquia,Medellín,2015-01-01,1.4,Sin riesgo,0.5,Sin riesgo,3.0,Sin riesgo
Antioquia,Medellín,2016-01-01,2.4,Sin riesgo,0.7,Sin riesgo,4.5,Sin riesgo
Antioquia,Medellín,2017-01-01,0.9,Sin riesgo,0.4,Sin riesgo,1.8,Sin riesgo
Antioquia,Medellín,2018-01-01,0.7,Sin riesgo,0.5,Sin riesgo,0.9,Sin riesgo
Antioquia,Medellín,2019-01-01,2.1,Sin riesgo,1.7,Sin riesgo,2.7,Sin riesgo
Antioquia,Medellín,2020-01-01,2.2,Sin riesgo,1.3,Sin riesgo,3.3,Sin riesgo
Antioquia,Medellín,2021-01-01,2.5,Sin riesgo,1.3,Sin riesgo,4.2,Sin riesgo
Antioquia,Medellín,2022-01-01,2.9,Sin riesgo,1.9,Sin riesgo,6.8,Riesgo bajo
Antioquia,Medellín,2023-01-01,1.5,Sin riesgo,1.1,Sin riesgo,2.9,Sin riesgo
Antioquia,Abejorral,2007-01-01,6.4,Riesgo bajo,6.4,Riesgo bajo,,ND
Antioquia,Abejorral,2008-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Abejorral,2009-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Abejorral,2010-01-01,25.2,Riesgo medio,8.6,Riesgo bajo,63.0,Riesgo alto
Antioquia,Abejorral,2011-01-01,16.2,Riesgo medio,3.1,Sin riesgo,52.1,Riesgo alto
Antioquia,Abejorral,2012-01-01,1.2,Sin riesgo,1.2,Sin riesgo,,ND
Antioquia,Abejorral,2013-01-01,2.0,Sin riesgo,2.0,Sin riesgo,,ND
Antioquia,Abejorral,2014-01-01,1.0,Sin riesgo,1.0,Sin riesgo,,ND
Antioquia,Abejorral,2015-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Abejorral,2016-01-01,0.4,Sin riesgo,0.4,Sin riesgo,,ND
Antioquia,Abejorral,2017-01-01,2.5,Sin riesgo,2.5,Sin riesgo,,ND
Antioquia,Abejorral,2018-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Abejorral,2019-01-01,0.4,Sin riesgo,0.4,Sin riesgo,,ND
Antioquia,Abejorral,2020-01-01,0.5,Sin riesgo,0.5,Sin riesgo,,ND
Antioquia,Abejorral,2021-01-01,1.7,Sin riesgo,1.7,Sin riesgo,,ND
Antioquia,Abejorral,2022-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Abejorral,2023-01-01,0.5,Sin riesgo,0.5,Sin riesgo,,ND
Antioquia,Abriaquí,2007-01-01,15.2,Riesgo medio,15.2,Riesgo medio,,ND
Antioquia,Abriaquí,2008-01-01,5.1,Riesgo bajo,5.1,Riesgo bajo,,ND
Antioquia,Abriaquí,2009-01-01,1.5,Sin riesgo,1.5,Sin riesgo,,ND
Antioquia,Abriaquí,2010-01-01,16.5,Riesgo medio,1.4,Sin riesgo,47.7,Riesgo alto
Antioquia,Abriaquí,2011-01-01,19.4,Riesgo medio,2.9,Sin riesgo,36.5,Riesgo alto
Antioquia,Abriaquí,2012-01-01,7.2,Riesgo bajo,7.2,Riesgo bajo,,ND
Antioquia,Abriaquí,2013-01-01,5.8,Riesgo bajo,5.8,Riesgo bajo,,ND
Antioquia,Abriaquí,2014-01-01,6.1,Riesgo bajo,6.1,Riesgo bajo,,ND
Antioquia,Abriaquí,2015-01-01,4.6,Sin riesgo,4.6,Sin riesgo,,ND
Antioquia,Abriaquí,2016-01-01,10.6,Riesgo bajo,10.6,Riesgo bajo,,ND
Antioquia,Abriaquí,2017-01-01,1.3,Sin riesgo,1.3,Sin riesgo,,ND
Antioquia,Abriaquí,2018-01-01,4.4,Sin riesgo,4.4,Sin riesgo,,ND
Antioquia,Abriaquí,2019-01-01,3.4,Sin riesgo,3.4,Sin riesgo,,ND
Antioquia,Abriaquí,2020-01-01,1.8,Sin riesgo,1.8,Sin riesgo,,ND
Antioquia,Abriaquí,2021-01-01,3.0,Sin riesgo,3.0,Sin riesgo,,ND
Antioquia,Abriaquí,2022-01-01,6.5,Riesgo bajo,6.5,Riesgo bajo,,ND
Antioquia,Abriaquí,2023-01-01,10.2,Riesgo bajo,10.2,Riesgo bajo,,ND
Antioquia,Alejandría,2007-01-01,13.8,Riesgo bajo,13.8,Riesgo bajo,,ND
Antioquia,Alejandría,2008-01-01,4.4,Sin riesgo,4.4,Sin riesgo,,ND
Antioquia,Alejandría,2009-01-01,2.0,Sin riesgo,2.0,Sin riesgo,,ND
Antioquia,Alejandría,2010-01-01,2.9,Sin riesgo,2.9,Sin riesgo,,ND
Antioquia,Alejandría,2011-01-01,3.9,Sin riesgo,3.9,Sin riesgo,,ND
Antioquia,Alejandría,2012-01-01,19.1,Riesgo medio,19.1,Riesgo medio,,ND
Antioquia,Alejandría,2013-01-01,9.1,Riesgo bajo,9.1,Riesgo bajo,,ND
Antioquia,Alejandría,2014-01-01,8.9,Riesgo bajo,8.9,Riesgo bajo,,ND
Antioquia,Alejandría,2015-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Alejandría,2016-01-01,2.7,Sin riesgo,2.7,Sin riesgo,,ND
Antioquia,Alejandría,2017-01-01,1.0,Sin riesgo,1.1,Sin riesgo,,ND
Antioquia,Alejandría,2018-01-01,2.5,Sin riesgo,2.5,Sin riesgo,,ND
Antioquia,Alejandría,2019-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Alejandría,2020-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Alejandría,2021-01-01,1.1,Sin riesgo,1.1,Sin riesgo,,ND
Antioquia,Alejandría,2022-01-01,1.5,Sin riesgo,1.5,Sin riesgo,,ND
Antioquia,Alejandría,2023-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Amagá,2007-01-01,3.6,Sin riesgo,3.6,Sin riesgo,,ND
Antioquia,Amagá,2008-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amagá,2009-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amagá,2010-01-01,35.7,Riesgo alto,4.2,Sin riesgo,59.9,Riesgo alto
Antioquia,Amagá,2011-01-01,42.1,Riesgo alto,18.4,Riesgo medio,85.9,Inviable sanitariamente
Antioquia,Amagá,2012-01-01,4.3,Sin riesgo,4.3,Sin riesgo,,ND
Antioquia,Amagá,2013-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Amagá,2014-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amagá,2015-01-01,4.0,Sin riesgo,4.0,Sin riesgo,,ND
Antioquia,Amagá,2016-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Amagá,2017-01-01,1.7,Sin riesgo,1.4,Sin riesgo,,ND
Antioquia,Amagá,2018-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amagá,2019-01-01,3.8,Sin riesgo,1.7,Sin riesgo,80.7,Inviable sanitariamente
Antioquia,Amagá,2020-01-01,38.6,Riesgo alto,1.8,Sin riesgo,57.6,Riesgo alto
Antioquia,Amagá,2021-01-01,49.9,Riesgo alto,3.5,Sin riesgo,66.8,Riesgo alto
Antioquia,Amagá,2022-01-01,47.7,Riesgo alto,1.9,Sin riesgo,64.9,Riesgo alto
Antioquia,Amagá,2023-01-01,47.5,Riesgo alto,0.8,Sin riesgo,61.9,Riesgo alto
Antioquia,Amalfi,2007-01-01,2.2,Sin riesgo,2.2,Sin riesgo,,ND
Antioquia,Amalfi,2008-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2009-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Amalfi,2010-01-01,1.1,Sin riesgo,1.1,Sin riesgo,,ND
Antioquia,Amalfi,2011-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2012-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2013-01-01,4.2,Sin riesgo,4.2,Sin riesgo,,ND
Antioquia,Amalfi,2014-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2015-01-01,1.1,Sin riesgo,1.1,Sin riesgo,,ND
Antioquia,Amalfi,2016-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Amalfi,2017-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2018-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Amalfi,2019-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2021-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2022-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Amalfi,2023-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Andes,2007-01-01,2.3,Sin riesgo,2.3,Sin riesgo,,ND
Antioquia,Andes,2008-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Andes,2009-01-01,2.6,Sin riesgo,2.6,Sin riesgo,,ND
Antioquia,Andes,2010-01-01,20.2,Riesgo medio,2.8,Sin riesgo,87.8,Inviable sanitariamente
Antioquia,Andes,2011-01-01,22.7,Riesgo medio,1.6,Sin riesgo,61.9,Riesgo alto
Antioquia,Andes,2012-01-01,4.3,Sin riesgo,4.3,Sin riesgo,,ND
Antioquia,Andes,2013-01-01,4.1,Sin riesgo,4.1,Sin riesgo,,ND
Antioquia,Andes,2014-01-01,11.2,Riesgo bajo,0.2,Sin riesgo,91.4,Inviable sanitariamente
Antioquia,Andes,2015-01-01,4.8,Sin riesgo,4.8,Sin riesgo,,ND
Antioquia,Andes,2016-01-01,1.7,Sin riesgo,,ND,,ND
Antioquia,Andes,2017-01-01,1.9,Sin riesgo,,ND,,ND
Antioquia,Andes,2018-01-01,3.0,Sin riesgo,3.0,Sin riesgo,,ND
Antioquia,Andes,2019-01-01,2.4,Sin riesgo,2.4,Sin riesgo,,ND
Antioquia,Andes,2020-01-01,1.1,Sin riesgo,0.5,Sin riesgo,4.2,Sin riesgo
Antioquia,Andes,2021-01-01,1.9,Sin riesgo,2.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Andes,2022-01-01,0.4,Sin riesgo,0.3,Sin riesgo,1.4,Sin riesgo
Antioquia,Andes,2023-01-01,0.3,Sin riesgo,0.4,Sin riesgo,0.0,Sin riesgo
Antioquia,Angelópolis,2007-01-01,15.7,Riesgo medio,15.7,Riesgo medio,,ND
Antioquia,Angelópolis,2008-01-01,2.2,Sin riesgo,2.2,Sin riesgo,,ND
Antioquia,Angelópolis,2009-01-01,1.2,Sin riesgo,1.2,Sin riesgo,,ND
Antioquia,Angelópolis,2010-01-01,16.5,Riesgo medio,5.6,Riesgo bajo,58.0,Riesgo alto
Antioquia,Angelópolis,2011-01-01,60.1,Riesgo alto,23.3,Riesgo medio,86.9,Inviable sanitariamente
Antioquia,Angelópolis,2012-01-01,32.7,Riesgo medio,16.7,Riesgo medio,68.6,Riesgo alto
Antioquia,Angelópolis,2013-01-01,4.5,Sin riesgo,4.5,Sin riesgo,,ND
Antioquia,Angelópolis,2014-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Angelópolis,2015-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Angelópolis,2016-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Angelópolis,2017-01-01,2.1,Sin riesgo,2.1,Sin riesgo,,ND
Antioquia,Angelópolis,2018-01-01,2.5,Sin riesgo,2.5,Sin riesgo,,ND
Antioquia,Angelópolis,2019-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Angelópolis,2020-01-01,19.5,Riesgo medio,0.5,Sin riesgo,97.7,Inviable sanitariamente
Antioquia,Angelópolis,2021-01-01,28.3,Riesgo medio,3.3,Sin riesgo,82.8,Inviable sanitariamente
Antioquia,Angelópolis,2022-01-01,28.1,Riesgo medio,0.0,Sin riesgo,78.7,Riesgo alto
Antioquia,Angelópolis,2023-01-01,23.2,Riesgo medio,0.7,Sin riesgo,65.8,Riesgo alto
Antioquia,Angostura,2007-01-01,3.0,Sin riesgo,3.0,Sin riesgo,,ND
Antioquia,Angostura,2008-01-01,17.1,Riesgo medio,17.1,Riesgo medio,,ND
Antioquia,Angostura,2009-01-01,6.6,Riesgo bajo,6.6,Riesgo bajo,,ND
Antioquia,Angostura,2010-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Angostura,2011-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Angostura,2012-01-01,2.3,Sin riesgo,2.3,Sin riesgo,,ND
Antioquia,Angostura,2013-01-01,3.0,Sin riesgo,3.0,Sin riesgo,,ND
Antioquia,Angostura,2014-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Angostura,2015-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Angostura,2016-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Angostura,2017-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Angostura,2018-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Angostura,2019-01-01,2.9,Sin riesgo,0.1,Sin riesgo,12.0,Riesgo bajo
Antioquia,Angostura,2020-01-01,3.0,Sin riesgo,0.0,Sin riesgo,10.0,Riesgo bajo
Antioquia,Angostura,2021-01-01,14.0,Riesgo bajo,4.2,Sin riesgo,29.9,Riesgo medio
Antioquia,Angostura,2022-01-01,10.2,Riesgo bajo,0.7,Sin riesgo,27.7,Riesgo medio
Antioquia,Angostura,2023-01-01,12.6,Riesgo bajo,0.0,Sin riesgo,26.4,Riesgo medio
Antioquia,Anorí,2007-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Anorí,2008-01-01,2.7,Sin riesgo,2.7,Sin riesgo,,ND
Antioquia,Anorí,2009-01-01,2.8,Sin riesgo,2.8,Sin riesgo,,ND
Antioquia,Anorí,2010-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Anorí,2011-01-01,7.4,Riesgo bajo,3.3,Sin riesgo,55.8,Riesgo alto
Antioquia,Anorí,2012-01-01,1.2,Sin riesgo,1.2,Sin riesgo,,ND
Antioquia,Anorí,2013-01-01,5.7,Riesgo bajo,5.7,Riesgo bajo,,ND
Antioquia,Anorí,2014-01-01,4.9,Sin riesgo,4.9,Sin riesgo,,ND
Antioquia,Anorí,2015-01-01,1.9,Sin riesgo,1.9,Sin riesgo,,ND
Antioquia,Anorí,2016-01-01,1.2,Sin riesgo,1.2,Sin riesgo,,ND
Antioquia,Anorí,2017-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Anorí,2018-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Anorí,2019-01-01,0.6,Sin riesgo,0.6,Sin riesgo,,ND
Antioquia,Anorí,2020-01-01,0.2,Sin riesgo,0.0,Sin riesgo,0.9,Sin riesgo
Antioquia,Anorí,2021-01-01,0.1,Sin riesgo,0.1,Sin riesgo,0.0,Sin riesgo
Antioquia,Anorí,2022-01-01,1.0,Sin riesgo,1.2,Sin riesgo,0.0,Sin riesgo
Antioquia,Anorí,2023-01-01,0.3,Sin riesgo,0.2,Sin riesgo,0.8,Sin riesgo
Antioquia,Santa Fé de Antioquia,2007-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2008-01-01,0.4,Sin riesgo,0.4,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2009-01-01,2.7,Sin riesgo,2.7,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2010-01-01,1.9,Sin riesgo,1.9,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2011-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2012-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2013-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2014-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2015-01-01,4.0,Sin riesgo,4.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2016-01-01,0.0,Sin riesgo,,ND,,ND
Antioquia,Santa Fé de Antioquia,2017-01-01,0.0,Sin riesgo,,ND,,ND
Antioquia,Santa Fé de Antioquia,2018-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2019-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2020-01-01,2.2,Sin riesgo,0.1,Sin riesgo,10.8,Riesgo bajo
Antioquia,Santa Fé de Antioquia,2021-01-01,4.0,Sin riesgo,1.4,Sin riesgo,96.4,Inviable sanitariamente
Antioquia,Santa Fé de Antioquia,2022-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Santa Fé de Antioquia,2023-01-01,3.9,Sin riesgo,0.1,Sin riesgo,12.9,Riesgo bajo
Antioquia,Anzá,2007-01-01,0.3,Sin riesgo,0.3,Sin riesgo,,ND
Antioquia,Anzá,2008-01-01,2.3,Sin riesgo,2.3,Sin riesgo,,ND
Antioquia,Anzá,2009-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Anzá,2010-01-01,35.5,Riesgo alto,5.9,Riesgo bajo,96.4,Inviable sanitariamente
Antioquia,Anzá,2011-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Anzá,2012-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Anzá,2013-01-01,4.0,Sin riesgo,4.0,Sin riesgo,,ND
Antioquia,Anzá,2014-01-01,1.0,Sin riesgo,1.0,Sin riesgo,,ND
Antioquia,Anzá,2015-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Anzá,2016-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Anzá,2017-01-01,1.6,Sin riesgo,1.6,Sin riesgo,,ND
Antioquia,Anzá,2018-01-01,0.5,Sin riesgo,0.5,Sin riesgo,,ND
Antioquia,Anzá,2019-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Anzá,2020-01-01,26.6,Riesgo medio,0.0,Sin riesgo,97.4,Inviable sanitariamente
Antioquia,Anzá,2021-01-01,0.8,Sin riesgo,0.8,Sin riesgo,,ND
Antioquia,Anzá,2022-01-01,19.0,Riesgo medio,0.5,Sin riesgo,87.3,Inviable sanitariamente
Antioquia,Anzá,2023-01-01,21.5,Riesgo medio,3.4,Sin riesgo,90.3,Inviable sanitariamente
Antioquia,Apartadó,2007-01-01,2.0,Sin riesgo,2.0,Sin riesgo,,ND
Antioquia,Apartadó,2008-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2009-01-01,0.1,Sin riesgo,0.0,Sin riesgo,1.8,Sin riesgo
Antioquia,Apartadó,2010-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2011-01-01,0.3,Sin riesgo,0.3,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2012-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2013-01-01,6.7,Riesgo bajo,6.9,Riesgo bajo,0.0,Sin riesgo
Antioquia,Apartadó,2014-01-01,1.7,Sin riesgo,1.4,Sin riesgo,2.3,Sin riesgo
Antioquia,Apartadó,2015-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2016-01-01,0.2,Sin riesgo,,ND,0.0,Sin riesgo
Antioquia,Apartadó,2017-01-01,0.2,Sin riesgo,,ND,,ND
Antioquia,Apartadó,2018-01-01,0.8,Sin riesgo,1.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2019-01-01,0.5,Sin riesgo,0.7,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2020-01-01,3.5,Sin riesgo,4.1,Sin riesgo,0.0,Sin riesgo
Antioquia,Apartadó,2021-01-01,2.4,Sin riesgo,0.0,Sin riesgo,8.6,Riesgo bajo
Antioquia,Apartadó,2022-01-01,3.2,Sin riesgo,0.0,Sin riesgo,11.2,Riesgo bajo
Antioquia,Apartadó,2023-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Antioquia,Arboletes,2007-01-01,21.0,Riesgo medio,21.0,Riesgo medio,,ND
Antioquia,Arboletes,2008-01-01,6.2,Riesgo bajo,6.2,Riesgo bajo,,ND
Antioquia,Arboletes,2009-01-01,9.7,Riesgo bajo,9.7,Riesgo bajo,,ND
Antioquia,Arboletes,2010-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Antioquia,Arboletes,2011-01-01,22.6,Riesgo medio,8.8,Riesgo bajo,100.0,Inviable sanitariamente
Antioquia,Arboletes,2012-01-01,3.2,Sin riesgo,3.2,Sin riesgo,,ND
Antioquia,Arboletes,2013-01-01,3.4,Sin riesgo,3.4,Sin riesgo,,ND
Antioquia,Arboletes,2014-01-01,5.2,Riesgo bajo,5.2,Riesgo bajo,,ND
Antioquia,Arboletes,2015-01-01,0.1,Sin riesgo,0.1,Sin riesgo,,ND
Antioquia,Arboletes,2016-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Antioquia,Arboletes,2017-01-01,0.5,Sin riesgo,0.5,Sin riesgo,,ND
Antioquia,Arboletes,2018-01-01,1.9,Sin riesgo,1.9,Sin riesgo,,ND
Antioquia,Arboletes,2019-01-01,2.4,Sin riesgo,2.4,Sin riesgo,,ND
Antioquia,Arboletes,2020-01-01,10.9,Riesgo bajo,10.9,Riesgo bajo,,ND
Antioquia,Arboletes,2021-01-01,1.7,Sin riesgo,1.7,Sin riesgo,,ND
Antioquia,Arboletes,2022-01-01,0.4,Sin riesgo,0.4,Sin riesgo,,ND
Antioquia,Arboletes,2023-01-01,0.9,Sin riesgo,0.9,Sin riesgo,,ND
Antioquia,Argelia,2007-01-01,63.2,Riesgo alto,63.2,Riesgo alto,56.6,ND
Antioquia,Argelia,2008-01-01,90.7,Inviable sanitariamente,90.7,Inviable sanitariamente,36.1,ND
Antioquia,Argelia,2009-01-01,88.0,Inviable sanitariamente,88.0,Inviable sanitariamente,58.6,ND
Antioquia,Argelia,2010-01-01,65.1,Riesgo alto,57.3,Riesgo alto,77.7,Riesgo alto
Antioquia,Argelia,2011-01-01,39.6,Riesgo alto,26.7,Riesgo medio,66.1,Riesgo alto
Antioquia,Argelia,2012-01-01,70.2,Riesgo alto,77.4,Riesgo alto,55.8,Riesgo alto
Antioquia,Argelia,2013-01-01,84.2,Inviable sanitariamente,84.5,Inviable sanitariamente,43.5,ND
Antioquia,Argelia,2014-01-01,87.9,Inviable sanitariamente,87.9,Inviable sanitariamente,83.3,ND
Antioquia,Argelia,2015-01-01,89.2,Inviable sanitariamente,89.1,Inviable sanitariamente,37.2,ND
Antioquia,Argelia,2016-01-01,90.5,Inviable sanitariamente,90.5,Inviable sanitariamente,68.2,ND
Antioquia,Argelia,2017-01-01,67.7,Riesgo alto,61.0,Riesgo alto,68.3,ND
Antioquia,Argelia,2018-01-01,81.7,Inviable sanitariamente,81.7,Inviable sanitariamente,35.2,ND
Antioquia,Argelia,2019-01-01,77.8,Riesgo alto,77.8,Riesgo alto,41.449999999999996,ND
Antioquia,Argelia,2020-01-01,26.9,Riesgo medio,24.3,Riesgo medio,38.9,Riesgo alto
Antioquia,Argelia,2021-01-01,2.0,Sin riesgo,1.8,Sin riesgo,2.4,Sin riesgo
