Departamento,Municipio,Año,IRCA,Nivel de riesgo,IRCAurbano,Nivel de riesgo urbano,IRCArural,Nivel de riesgo rural
Bolívar,Santa Rosa del Sur,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Santa Rosa del Sur,2021-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Santa Rosa del Sur,2022-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Santa Rosa del Sur,2023-01-01,1.3,Sin riesgo,1.3,Sin riesgo,,ND
Bolívar,Simití,2007-01-01,3.4,Sin riesgo,3.4,Sin riesgo,,ND
Bolívar,Simití,2008-01-01,23.0,Riesgo medio,23.0,Riesgo medio,,ND
Bolívar,Simití,2009-01-01,36.1,Riesgo alto,34.5,Riesgo medio,73.3,Riesgo alto
Bolívar,Simití,2010-01-01,42.9,Riesgo alto,42.9,Riesgo alto,,ND
Bolívar,Simití,2011-01-01,23.9,Riesgo medio,23.3,Riesgo medio,37.5,Riesgo alto
Bolívar,Simití,2012-01-01,16.2,Riesgo medio,16.2,Riesgo medio,,ND
Bolívar,Simití,2013-01-01,19.7,Riesgo medio,19.0,Riesgo medio,37.5,Riesgo alto
Bolívar,Simití,2014-01-01,18.0,Riesgo medio,18.0,Riesgo medio,,ND
Bolívar,Simití,2015-01-01,32.4,Riesgo medio,32.4,Riesgo medio,,ND
Bolívar,Simití,2016-01-01,15.6,Riesgo medio,22.9,Riesgo medio,,ND
Bolívar,Simití,2017-01-01,21.9,Riesgo medio,9.4,Riesgo bajo,,ND
Bolívar,Simití,2018-01-01,1.2,Sin riesgo,0.0,Sin riesgo,2.5,Sin riesgo
Bolívar,Simití,2019-01-01,3.1,Sin riesgo,6.3,Riesgo bajo,0.0,Sin riesgo
Bolívar,Simití,2020-01-01,4.7,Sin riesgo,4.7,Sin riesgo,,ND
Bolívar,Simití,2021-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Simití,2022-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Simití,2023-01-01,1.3,Sin riesgo,1.3,Sin riesgo,,ND
Bolívar,Soplaviento,2007-01-01,27.1,Riesgo medio,27.1,Riesgo medio,,ND
Bolívar,Soplaviento,2008-01-01,77.6,Riesgo alto,77.6,Riesgo alto,,ND
Bolívar,Soplaviento,2009-01-01,58.8,Riesgo alto,68.8,Riesgo alto,47.7,Riesgo alto
Bolívar,Soplaviento,2010-01-01,46.7,Riesgo alto,46.7,Riesgo alto,,ND
Bolívar,Soplaviento,2011-01-01,25.0,Riesgo medio,25.7,Riesgo medio,18.8,Riesgo medio
Bolívar,Soplaviento,2012-01-01,42.4,Riesgo alto,38.2,Riesgo alto,100.0,Inviable sanitariamente
Bolívar,Soplaviento,2013-01-01,24.4,Riesgo medio,24.4,Riesgo medio,,ND
Bolívar,Soplaviento,2014-01-01,13.2,Riesgo bajo,13.2,Riesgo bajo,,ND
Bolívar,Soplaviento,2015-01-01,58.3,Riesgo alto,58.3,Riesgo alto,,ND
Bolívar,Soplaviento,2016-01-01,42.5,Riesgo alto,31.4,Riesgo medio,,ND
Bolívar,Soplaviento,2017-01-01,63.2,Riesgo alto,70.5,Riesgo alto,,ND
Bolívar,Soplaviento,2018-01-01,63.3,Riesgo alto,63.3,Riesgo alto,,ND
Bolívar,Soplaviento,2019-01-01,34.7,Riesgo medio,34.7,Riesgo medio,,ND
Bolívar,Soplaviento,2020-01-01,66.7,Riesgo alto,66.7,Riesgo alto,,ND
Bolívar,Soplaviento,2021-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Soplaviento,2022-01-01,20.8,Riesgo medio,20.8,Riesgo medio,,ND
Bolívar,Soplaviento,2023-01-01,27.5,Riesgo medio,27.5,Riesgo medio,,ND
Bolívar,Talaigua Nuevo,2007-01-01,32.5,Riesgo medio,32.5,Riesgo medio,,ND
Bolívar,Talaigua Nuevo,2008-01-01,58.8,Riesgo alto,62.3,Riesgo alto,22.2,Riesgo medio
Bolívar,Talaigua Nuevo,2009-01-01,60.0,Riesgo alto,56.3,Riesgo alto,64.8,Riesgo alto
Bolívar,Talaigua Nuevo,2010-01-01,38.9,Riesgo alto,38.9,Riesgo alto,,ND
Bolívar,Talaigua Nuevo,2011-01-01,34.0,Riesgo medio,34.0,Riesgo medio,,ND
Bolívar,Talaigua Nuevo,2012-01-01,21.8,Riesgo medio,21.8,Riesgo medio,,ND
Bolívar,Talaigua Nuevo,2013-01-01,50.5,Riesgo alto,50.5,Riesgo alto,,ND
Bolívar,Talaigua Nuevo,2014-01-01,48.4,Riesgo alto,48.4,Riesgo alto,,ND
Bolívar,Talaigua Nuevo,2015-01-01,60.8,Riesgo alto,69.5,Riesgo alto,0.0,Sin riesgo
Bolívar,Talaigua Nuevo,2016-01-01,26.0,Riesgo medio,36.3,Riesgo alto,,ND
Bolívar,Talaigua Nuevo,2017-01-01,28.2,Riesgo medio,34.4,Riesgo medio,,ND
Bolívar,Talaigua Nuevo,2018-01-01,13.4,Riesgo bajo,13.4,Riesgo bajo,,ND
Bolívar,Talaigua Nuevo,2019-01-01,59.4,Riesgo alto,59.4,Riesgo alto,,ND
Bolívar,Talaigua Nuevo,2020-01-01,12.5,Riesgo bajo,12.5,Riesgo bajo,,ND
Bolívar,Talaigua Nuevo,2021-01-01,6.3,Riesgo bajo,6.3,Riesgo bajo,,ND
Bolívar,Talaigua Nuevo,2022-01-01,8.5,Riesgo bajo,8.5,Riesgo bajo,,ND
Bolívar,Talaigua Nuevo,2023-01-01,6.3,Riesgo bajo,6.3,Riesgo bajo,,ND
Bolívar,Tiquisio,2007-01-01,23.9,Riesgo medio,23.9,Riesgo medio,,ND
Bolívar,Tiquisio,2008-01-01,100.0,Inviable sanitariamente,100.0,Inviable sanitariamente,100.0,Inviable sanitariamente
Bolívar,Tiquisio,2009-01-01,71.6,Riesgo alto,68.1,Riesgo alto,74.5,Riesgo alto
Bolívar,Tiquisio,2010-01-01,72.9,Riesgo alto,74.8,Riesgo alto,48.2,Riesgo alto
Bolívar,Tiquisio,2011-01-01,75.1,Riesgo alto,75.1,Riesgo alto,75.0,Riesgo alto
Bolívar,Tiquisio,2012-01-01,63.4,Riesgo alto,63.8,Riesgo alto,62.5,Riesgo alto
Bolívar,Tiquisio,2013-01-01,71.3,Riesgo alto,72.5,Riesgo alto,67.5,Riesgo alto
Bolívar,Tiquisio,2014-01-01,88.0,Inviable sanitariamente,84.8,Inviable sanitariamente,100.0,Inviable sanitariamente
Bolívar,Tiquisio,2015-01-01,56.7,Riesgo alto,58.6,Riesgo alto,50.7,Riesgo alto
Bolívar,Tiquisio,2016-01-01,75.0,Riesgo alto,66.7,Riesgo alto,100.0,Inviable sanitariamente
Bolívar,Tiquisio,2017-01-01,68.9,Riesgo alto,50.0,Riesgo alto,,ND
Bolívar,Tiquisio,2018-01-01,60.3,Riesgo alto,60.3,Riesgo alto,,ND
Bolívar,Tiquisio,2019-01-01,69.8,Riesgo alto,69.8,Riesgo alto,,ND
Bolívar,Tiquisio,2020-01-01,67.4,Riesgo alto,67.4,Riesgo alto,,ND
Bolívar,Tiquisio,2021-01-01,72.7,Riesgo alto,72.7,Riesgo alto,,ND
Bolívar,Tiquisio,2022-01-01,72.6,Riesgo alto,72.6,Riesgo alto,,ND
Bolívar,Tiquisio,2023-01-01,67.0,Riesgo alto,67.0,Riesgo alto,,ND
Bolívar,Turbaco,2007-01-01,10.9,Riesgo bajo,10.9,Riesgo bajo,,ND
Bolívar,Turbaco,2008-01-01,14.1,Riesgo medio,6.3,Riesgo bajo,37.5,Riesgo alto
Bolívar,Turbaco,2009-01-01,28.1,Riesgo medio,37.5,Riesgo alto,26.8,Riesgo medio
Bolívar,Turbaco,2010-01-01,11.0,Riesgo bajo,11.7,Riesgo bajo,0.0,Sin riesgo
Bolívar,Turbaco,2011-01-01,2.9,Sin riesgo,3.3,Sin riesgo,0.0,Sin riesgo
Bolívar,Turbaco,2012-01-01,5.8,Riesgo bajo,6.4,Riesgo bajo,1.8,Sin riesgo
Bolívar,Turbaco,2013-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Bolívar,Turbaco,2014-01-01,2.1,Sin riesgo,2.3,Sin riesgo,1.4,Sin riesgo
Bolívar,Turbaco,2015-01-01,20.4,Riesgo medio,23.3,Riesgo medio,0.0,Sin riesgo
Bolívar,Turbaco,2016-01-01,7.5,Riesgo bajo,4.6,Sin riesgo,,ND
Bolívar,Turbaco,2017-01-01,32.9,Riesgo medio,32.9,Riesgo medio,,ND
Bolívar,Turbaco,2018-01-01,4.7,Sin riesgo,4.7,Sin riesgo,,ND
Bolívar,Turbaco,2019-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Turbaco,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Turbaco,2021-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Turbaco,2022-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Turbaco,2023-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Turbana,2007-01-01,12.0,Riesgo bajo,16.0,Riesgo medio,4.2,Sin riesgo
Bolívar,Turbana,2008-01-01,12.6,Riesgo bajo,14.8,Riesgo medio,5.6,Riesgo bajo
Bolívar,Turbana,2009-01-01,16.3,Riesgo medio,17.5,Riesgo medio,9.4,Riesgo bajo
Bolívar,Turbana,2010-01-01,35.0,Riesgo medio,35.0,Riesgo medio,,ND
Bolívar,Turbana,2011-01-01,6.9,Riesgo bajo,6.9,Riesgo bajo,,ND
Bolívar,Turbana,2012-01-01,12.0,Riesgo bajo,12.0,Riesgo bajo,,ND
Bolívar,Turbana,2013-01-01,30.4,Riesgo medio,30.4,Riesgo medio,,ND
Bolívar,Turbana,2014-01-01,5.1,Riesgo bajo,5.1,Riesgo bajo,,ND
Bolívar,Turbana,2015-01-01,46.9,Riesgo alto,46.9,Riesgo alto,,ND
Bolívar,Turbana,2016-01-01,43.6,Riesgo alto,37.3,Riesgo alto,100.0,Inviable sanitariamente
Bolívar,Turbana,2017-01-01,42.7,Riesgo alto,40.2,Riesgo alto,,ND
Bolívar,Turbana,2018-01-01,25.8,Riesgo medio,25.8,Riesgo medio,,ND
Bolívar,Turbana,2020-01-01,26.7,Riesgo medio,34.4,Riesgo medio,24.1,Riesgo medio
Bolívar,Turbana,2021-01-01,13.3,Riesgo bajo,17.2,Riesgo medio,12.0,Riesgo bajo
Bolívar,Turbana,2022-01-01,14.1,Riesgo medio,27.5,Riesgo medio,10.4,Riesgo bajo
Bolívar,Turbana,2023-01-01,17.8,Riesgo medio,29.2,Riesgo medio,14.4,Riesgo medio
Bolívar,Villanueva,2007-01-01,62.5,Riesgo alto,62.5,Riesgo alto,,ND
Bolívar,Villanueva,2008-01-01,59.2,Riesgo alto,59.6,Riesgo alto,50.0,Riesgo alto
Bolívar,Villanueva,2009-01-01,34.2,Riesgo medio,25.0,Riesgo medio,50.5,Riesgo alto
Bolívar,Villanueva,2010-01-01,32.1,Riesgo medio,35.1,Riesgo alto,23.5,Riesgo medio
Bolívar,Villanueva,2011-01-01,20.0,Riesgo medio,27.6,Riesgo medio,6.8,Riesgo bajo
Bolívar,Villanueva,2012-01-01,50.0,Riesgo alto,50.0,Riesgo alto,50.0,Riesgo alto
Bolívar,Villanueva,2013-01-01,33.9,Riesgo medio,29.9,Riesgo medio,51.8,Riesgo alto
Bolívar,Villanueva,2014-01-01,42.6,Riesgo alto,48.3,Riesgo alto,0.0,Sin riesgo
Bolívar,Villanueva,2015-01-01,44.9,Riesgo alto,48.6,Riesgo alto,24.5,Riesgo medio
Bolívar,Villanueva,2016-01-01,48.2,Riesgo alto,47.3,Riesgo alto,53.6,Riesgo alto
Bolívar,Villanueva,2017-01-01,55.1,Riesgo alto,47.2,Riesgo alto,53.6,Riesgo alto
Bolívar,Villanueva,2018-01-01,24.7,Riesgo medio,24.7,Riesgo medio,58.0,ND
Bolívar,Villanueva,2019-01-01,26.6,Riesgo medio,26.6,Riesgo medio,,ND
Bolívar,Villanueva,2020-01-01,8.7,Riesgo bajo,7.5,Riesgo bajo,12.5,Riesgo bajo
Bolívar,Villanueva,2021-01-01,17.6,Riesgo medio,25.0,Riesgo medio,0.0,Sin riesgo
Bolívar,Villanueva,2022-01-01,14.7,Riesgo medio,23.8,Riesgo medio,7.7,Riesgo bajo
Bolívar,Villanueva,2023-01-01,8.7,Riesgo bajo,12.5,Riesgo bajo,5.4,Riesgo bajo
Bolívar,Zambrano,2007-01-01,3.9,Sin riesgo,3.9,Sin riesgo,,ND
Bolívar,Zambrano,2008-01-01,6.3,Riesgo bajo,6.3,Riesgo bajo,,ND
Bolívar,Zambrano,2009-01-01,10.1,Riesgo bajo,9.9,Riesgo bajo,11.0,Riesgo bajo
Bolívar,Zambrano,2010-01-01,11.5,Riesgo bajo,11.7,Riesgo bajo,10.3,Riesgo bajo
Bolívar,Zambrano,2011-01-01,10.7,Riesgo bajo,11.5,Riesgo bajo,6.3,Riesgo bajo
Bolívar,Zambrano,2012-01-01,7.2,Riesgo bajo,7.2,Riesgo bajo,,ND
Bolívar,Zambrano,2013-01-01,19.4,Riesgo medio,19.4,Riesgo medio,,ND
Bolívar,Zambrano,2014-01-01,34.8,Riesgo medio,34.8,Riesgo medio,,ND
Bolívar,Zambrano,2015-01-01,52.1,Riesgo alto,52.1,Riesgo alto,,ND
Bolívar,Zambrano,2016-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Bolívar,Zambrano,2017-01-01,34.0,Riesgo medio,21.1,Riesgo medio,,ND
Bolívar,Zambrano,2018-01-01,14.4,Riesgo medio,14.4,Riesgo medio,,ND
Bolívar,Zambrano,2019-01-01,18.8,Riesgo medio,18.8,Riesgo medio,,ND
Bolívar,Zambrano,2020-01-01,32.5,Riesgo medio,32.5,Riesgo medio,,ND
Bolívar,Zambrano,2021-01-01,20.0,Riesgo medio,20.0,Riesgo medio,,ND
Bolívar,Zambrano,2022-01-01,18.8,Riesgo medio,18.8,Riesgo medio,18.8,Riesgo medio
Bolívar,Zambrano,2023-01-01,12.5,Riesgo bajo,8.3,Riesgo bajo,45.8,Riesgo alto
Boyacá,Tunja,2007-01-01,0.5,Sin riesgo,0.6,Sin riesgo,0.0,Sin riesgo
Boyacá,Tunja,2008-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Boyacá,Tunja,2009-01-01,26.2,Riesgo medio,6.6,Riesgo bajo,49.5,Riesgo alto
Boyacá,Tunja,2010-01-01,23.0,Riesgo medio,10.5,Riesgo bajo,40.0,Riesgo alto
Boyacá,Tunja,2011-01-01,26.9,Riesgo medio,11.9,Riesgo bajo,47.6,Riesgo alto
Boyacá,Tunja,2012-01-01,20.2,Riesgo medio,1.4,Sin riesgo,36.1,Riesgo alto
Boyacá,Tunja,2013-01-01,21.5,Riesgo medio,0.6,Sin riesgo,44.3,Riesgo alto
Boyacá,Tunja,2014-01-01,16.1,Riesgo medio,0.4,Sin riesgo,38.3,Riesgo alto
Boyacá,Tunja,2015-01-01,13.7,Riesgo bajo,0.6,Sin riesgo,29.4,Riesgo medio
Boyacá,Tunja,2016-01-01,19.8,Riesgo medio,0.6,Sin riesgo,14.5,Riesgo medio
Boyacá,Tunja,2017-01-01,15.3,Riesgo medio,0.6,Sin riesgo,9.1,Riesgo bajo
Boyacá,Tunja,2018-01-01,6.6,Riesgo bajo,0.5,Sin riesgo,17.8,Riesgo medio
Boyacá,Tunja,2019-01-01,5.7,Riesgo bajo,0.0,Sin riesgo,14.7,Riesgo medio
Boyacá,Tunja,2020-01-01,5.0,Sin riesgo,0.6,Sin riesgo,12.9,Riesgo bajo
Boyacá,Tunja,2021-01-01,3.2,Sin riesgo,0.8,Sin riesgo,10.6,Riesgo bajo
Boyacá,Tunja,2022-01-01,3.5,Sin riesgo,0.5,Sin riesgo,12.7,Riesgo bajo
Boyacá,Tunja,2023-01-01,3.0,Sin riesgo,0.4,Sin riesgo,9.2,Riesgo bajo
Boyacá,Almeida,2007-01-01,3.5,Sin riesgo,3.5,Sin riesgo,,ND
Boyacá,Almeida,2008-01-01,4.8,Sin riesgo,3.8,Sin riesgo,9.1,Riesgo bajo
Boyacá,Almeida,2009-01-01,42.7,Riesgo alto,23.9,Riesgo medio,66.1,Riesgo alto
Boyacá,Almeida,2010-01-01,6.8,Riesgo bajo,1.7,Sin riesgo,15.2,Riesgo medio
Boyacá,Almeida,2011-01-01,26.4,Riesgo medio,5.7,Riesgo bajo,60.8,Riesgo alto
Boyacá,Almeida,2012-01-01,29.0,Riesgo medio,1.6,Sin riesgo,56.5,Riesgo alto
Boyacá,Almeida,2013-01-01,39.2,Riesgo alto,11.5,Riesgo bajo,58.4,Riesgo alto
Boyacá,Almeida,2014-01-01,41.4,Riesgo alto,2.3,Sin riesgo,70.7,Riesgo alto
Boyacá,Almeida,2015-01-01,39.9,Riesgo alto,2.0,Sin riesgo,64.2,Riesgo alto
Boyacá,Almeida,2016-01-01,41.2,Riesgo alto,0.4,Sin riesgo,74.7,Riesgo alto
Boyacá,Almeida,2017-01-01,45.0,Riesgo alto,2.0,Sin riesgo,74.7,Riesgo alto
Boyacá,Almeida,2018-01-01,39.0,Riesgo alto,0.0,Sin riesgo,73.7,Riesgo alto
Boyacá,Almeida,2019-01-01,36.2,Riesgo alto,0.0,Sin riesgo,63.3,Riesgo alto
Boyacá,Almeida,2020-01-01,31.2,Riesgo medio,2.2,Sin riesgo,47.7,Riesgo alto
Boyacá,Almeida,2021-01-01,12.3,Riesgo bajo,1.1,Sin riesgo,23.4,Riesgo medio
Boyacá,Almeida,2022-01-01,1.3,Sin riesgo,0.0,Sin riesgo,2.8,Sin riesgo
Boyacá,Almeida,2023-01-01,20.2,Riesgo medio,2.1,Sin riesgo,40.6,Riesgo alto
Boyacá,Aquitania,2007-01-01,11.7,Riesgo bajo,11.7,Riesgo bajo,,ND
Boyacá,Aquitania,2008-01-01,13.4,Riesgo bajo,4.7,Sin riesgo,35.2,Riesgo alto
Boyacá,Aquitania,2009-01-01,3.3,Sin riesgo,0.0,Sin riesgo,11.0,Riesgo bajo
Boyacá,Aquitania,2010-01-01,3.4,Sin riesgo,1.9,Sin riesgo,6.8,Riesgo bajo
Boyacá,Aquitania,2011-01-01,14.9,Riesgo medio,1.7,Sin riesgo,32.6,Riesgo medio
Boyacá,Aquitania,2012-01-01,26.7,Riesgo medio,5.5,Riesgo bajo,46.7,Riesgo alto
Boyacá,Aquitania,2013-01-01,28.7,Riesgo medio,3.3,Sin riesgo,45.2,Riesgo alto
Boyacá,Aquitania,2014-01-01,29.7,Riesgo medio,7.4,Riesgo bajo,48.0,Riesgo alto
Boyacá,Aquitania,2015-01-01,27.1,Riesgo medio,2.5,Sin riesgo,43.5,Riesgo alto
Boyacá,Aquitania,2016-01-01,21.8,Riesgo medio,0.0,Sin riesgo,35.3,Riesgo alto
Boyacá,Aquitania,2017-01-01,26.8,Riesgo medio,0.0,Sin riesgo,44.7,Riesgo alto
Boyacá,Aquitania,2018-01-01,21.2,Riesgo medio,0.0,Sin riesgo,36.8,Riesgo alto
Boyacá,Aquitania,2019-01-01,26.8,Riesgo medio,0.0,Sin riesgo,44.7,Riesgo alto
Boyacá,Aquitania,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
Boyacá,Aquitania,2021-01-01,0.4,Sin riesgo,0.5,Sin riesgo,0.0,Sin riesgo
Boyacá,Aquitania,2022-01-01,1.4,Sin riesgo,1.7,Sin riesgo,0.0,Sin riesgo
Boyacá,Aquitania,2023-01-01,1.6,Sin riesgo,1.9,Sin riesgo,0.0,Sin riesgo
Boyacá,Arcabuco,2007-01-01,59.8,Riesgo alto,57.5,Riesgo alto,80.7,Inviable sanitariamente
Boyacá,Arcabuco,2008-01-01,23.4,Riesgo medio,17.5,Riesgo medio,35.3,Riesgo alto
Boyacá,Arcabuco,2009-01-01,29.5,Riesgo medio,12.0,Riesgo bajo,51.9,Riesgo alto
Boyacá,Arcabuco,2010-01-01,24.1,Riesgo medio,12.4,Riesgo bajo,52.5,Riesgo alto
Boyacá,Arcabuco,2011-01-01,44.3,Riesgo alto,6.1,Riesgo bajo,61.3,Riesgo alto
Boyacá,Arcabuco,2012-01-01,40.5,Riesgo alto,1.6,Sin riesgo,62.0,Riesgo alto
Boyacá,Arcabuco,2013-01-01,39.9,Riesgo alto,0.0,Sin riesgo,60.8,Riesgo alto
Boyacá,Arcabuco,2014-01-01,43.4,Riesgo alto,0.0,Sin riesgo,66.4,Riesgo alto
Boyacá,Arcabuco,2015-01-01,34.4,Riesgo medio,0.0,Sin riesgo,54.0,Riesgo alto
Boyacá,Arcabuco,2016-01-01,40.1,Riesgo alto,1.9,Sin riesgo,63.0,Riesgo alto
Boyacá,Arcabuco,2017-01-01,38.4,Riesgo alto,2.2,Sin riesgo,62.0,Riesgo alto
Boyacá,Arcabuco,2018-01-01,36.6,Riesgo alto,0.0,Sin riesgo,53.9,Riesgo alto
Boyacá,Arcabuco,2019-01-01,35.6,Riesgo alto,1.5,Sin riesgo,55.7,Riesgo alto
Boyacá,Arcabuco,2020-01-01,0.0,Sin riesgo,0.0,Sin riesgo,,ND
Boyacá,Arcabuco,2021-01-01,1.7,Sin riesgo,1.7,Sin riesgo,,ND
Boyacá,Arcabuco,2022-01-01,0.3,Sin riesgo,0.3,Sin riesgo,,ND
Boyacá,Arcabuco,2023-01-01,0.7,Sin riesgo,0.7,Sin riesgo,,ND
Boyacá,Belén,2007-01-01,3.0,Sin riesgo,3.0,Sin riesgo,,ND
Boyacá,Belén,2008-01-01,21.8,Riesgo medio,7.0,Riesgo bajo,58.9,Riesgo alto
Boyacá,Belén,2009-01-01,19.1,Riesgo medio,0.0,Sin riesgo,46.7,Riesgo alto
Boyacá,Belén,2010-01-01,24.4,Riesgo medio,12.6,Riesgo bajo,62.3,Riesgo alto
Boyacá,Belén,2011-01-01,28.8,Riesgo medio,2.5,Sin riesgo,61.7,Riesgo alto
Boyacá,Belén,2012-01-01,28.5,Riesgo medio,0.4,Sin riesgo,56.6,Riesgo alto
Boyacá,Belén,2013-01-01,40.4,Riesgo alto,0.0,Sin riesgo,62.6,Riesgo alto
Boyacá,Belén,2014-01-01,39.6,Riesgo alto,2.9,Sin riesgo,59.1,Riesgo alto
Boyacá,Belén,2015-01-01,34.2,Riesgo medio,3.7,Sin riesgo,51.6,Riesgo alto
Boyacá,Belén,2016-01-01,36.1,Riesgo alto,1.4,Sin riesgo,59.7,Riesgo alto
Boyacá,Belén,2017-01-01,36.8,Riesgo alto,5.0,Sin riesgo,57.9,Riesgo alto
Boyacá,Belén,2018-01-01,45.5,Riesgo alto,6.3,Riesgo bajo,74.3,Riesgo alto
Boyacá,Belén,2019-01-01,38.9,Riesgo alto,6.3,Riesgo bajo,58.9,Riesgo alto
Boyacá,Belén,2020-01-01,1.7,Sin riesgo,1.7,Sin riesgo,,ND
Boyacá,Belén,2021-01-01,2.6,Sin riesgo,2.6,Sin riesgo,,ND
Boyacá,Belén,2022-01-01,0.3,Sin riesgo,0.3,Sin riesgo,,ND
Boyacá,Belén,2023-01-01,8.7,Riesgo bajo,8.7,Riesgo bajo,,ND
Boyacá,Berbeo,2007-01-01,5.7,Riesgo bajo,5.7,Riesgo bajo,,ND
Boyacá,Berbeo,2008-01-01,34.4,Riesgo medio,27.2,Riesgo medio,88.5,Inviable sanitariamente
Boyacá,Berbeo,2009-01-01,37.4,Riesgo alto,58.9,Riesgo alto,,ND
Boyacá,Berbeo,2010-01-01,19.3,Riesgo medio,1.4,Sin riesgo,55.6,Riesgo alto
Boyacá,Berbeo,2011-01-01,44.8,Riesgo alto,24.1,Riesgo medio,67.5,Riesgo alto
Boyacá,Berbeo,2012-01-01,29.2,Riesgo medio,0.0,Sin riesgo,71.1,Riesgo alto
Boyacá,Berbeo,2013-01-01,53.4,Riesgo alto,,ND,79.5,Riesgo alto
Boyacá,Berbeo,2014-01-01,44.9,Riesgo alto,,ND,84.5,Inviable sanitariamente
Boyacá,Berbeo,2015-01-01,53.1,Riesgo alto,,ND,76.2,Riesgo alto
Boyacá,Berbeo,2016-01-01,51.6,Riesgo alto,,ND,83.9,Inviable sanitariamente
Boyacá,Berbeo,2017-01-01,53.1,Riesgo alto,,ND,91.2,Inviable sanitariamente
Boyacá,Berbeo,2018-01-01,49.4,Riesgo alto,6.1,Riesgo bajo,88.3,Inviable sanitariamente
Boyacá,Berbeo,2019-01-01,54.2,Riesgo alto,8.9,Riesgo bajo,88.2,Inviable sanitariamente
Boyacá,Berbeo,2020-01-01,36.7,Riesgo alto,4.8,Sin riesgo,79.1,Riesgo alto
Boyacá,Berbeo,2021-01-01,24.5,Riesgo medio,4.5,Sin riesgo,84.4,Inviable sanitariamente
Boyacá,Berbeo,2022-01-01,23.1,Riesgo medio,7.2,Riesgo bajo,76.0,Riesgo alto
Boyacá,Berbeo,2023-01-01,30.2,Riesgo medio,11.6,Riesgo bajo,80.0,Riesgo alto
Boyacá,Betéitiva,2007-01-01,76.4,Riesgo alto,76.4,Riesgo alto,,ND
Boyacá,Betéitiva,2008-01-01,70.0,Riesgo alto,76.1,Riesgo alto,62.8,Riesgo alto
Boyacá,Betéitiva,2009-01-01,51.4,Riesgo alto,60.4,Riesgo alto,41.0,Riesgo alto
Boyacá,Betéitiva,2010-01-01,44.1,Riesgo alto,36.7,Riesgo alto,62.5,Riesgo alto
Boyacá,Betéitiva,2011-01-01,57.4,Riesgo alto,46.1,Riesgo alto,75.8,Riesgo alto
Boyacá,Betéitiva,2012-01-01,51.6,Riesgo alto,34.0,Riesgo medio,74.0,Riesgo alto
Boyacá,Betéitiva,2013-01-01,59.4,Riesgo alto,19.2,Riesgo medio,89.6,Inviable sanitariamente
Boyacá,Betéitiva,2014-01-01,58.2,Riesgo alto,16.4,Riesgo medio,93.1,Inviable sanitariamente
Boyacá,Betéitiva,2015-01-01,55.3,Riesgo alto,13.0,Riesgo bajo,82.5,Inviable sanitariamente
Boyacá,Betéitiva,2016-01-01,50.7,Riesgo alto,23.0,Riesgo medio,69.9,Riesgo alto
Boyacá,Betéitiva,2017-01-01,55.1,Riesgo alto,14.6,Riesgo medio,75.3,Riesgo alto
Boyacá,Betéitiva,2018-01-01,54.6,Riesgo alto,11.9,Riesgo bajo,94.0,Inviable sanitariamente
Boyacá,Betéitiva,2019-01-01,54.1,Riesgo alto,18.1,Riesgo medio,80.3,Inviable sanitariamente
Boyacá,Betéitiva,2020-01-01,0.6,Sin riesgo,0.7,Sin riesgo,0.0,Sin riesgo
Boyacá,Betéitiva,2021-01-01,7.4,Riesgo bajo,7.4,Riesgo bajo,,ND
Boyacá,Betéitiva,2022-01-01,21.8,Riesgo medio,22.1,Riesgo medio,20.7,Riesgo medio
Boyacá,Betéitiva,2023-01-01,5.7,Riesgo bajo,7.3,Riesgo bajo,0.0,Sin riesgo
Boyacá,Boavita,2007-01-01,1.5,Sin riesgo,1.5,Sin riesgo,,ND
Boyacá,Boavita,2008-01-01,13.0,Riesgo bajo,1.5,Sin riesgo,65.8,Riesgo alto
Boyacá,Boavita,2009-01-01,27.3,Riesgo medio,4.4,Sin riesgo,80.7,Inviable sanitariamente
Boyacá,Boavita,2010-01-01,18.6,Riesgo medio,0.2,Sin riesgo,73.7,Riesgo alto
Boyacá,Boavita,2011-01-01,25.9,Riesgo medio,1.0,Sin riesgo,70.6,Riesgo alto
Boyacá,Boavita,2012-01-01,26.7,Riesgo medio,0.0,Sin riesgo,75.6,Riesgo alto
